date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:36	44370/44370	---M--	200	added ('OK')	image/jpeg	etag:%22ad52-5810594d-0;;;%22	https://themezinho.net/parada/images/team4.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/team4.jpg	(from https://themezinho.net/parada/parada.html)
13:53:36	119442/119442	---M--	200	added ('OK')	image/jpeg	etag:%221d292-5810594a-0;;;%22	https://themezinho.net/parada/images/studio-image.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/studio-image.jpg	(from https://themezinho.net/parada/parada.html)
13:53:36	5318/5318	---M--	200	added ('OK')	image/png	etag:%2214c6-58105935-0;;;%22	https://themezinho.net/parada/images/icon4.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon4.png	(from https://themezinho.net/parada/services.html)
13:53:36	8182/8182	---M--	200	added ('OK')	image/png	etag:%221ff6-58105935-0;;;%22	https://themezinho.net/parada/images/icon5.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon5.png	(from https://themezinho.net/parada/services.html)
13:53:37	8385/8385	---M--	200	added ('OK')	image/png	etag:%2220c1-58105936-0;;;%22	https://themezinho.net/parada/images/icon6.png	G:/Work/Mivern/website1/themezinho.net/parada/images/icon6.png	(from https://themezinho.net/parada/services.html)
13:53:37	102227/102227	---M--	200	added ('OK')	image/jpeg	etag:%2218f53-5810594e-0;;;%22	https://themezinho.net/parada/images/work1.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work1.jpg	(from https://themezinho.net/parada/works.html)
13:53:37	70296/70296	---M--	200	added ('OK')	image/jpeg	etag:%2211298-58105950-0;;;%22	https://themezinho.net/parada/images/work3.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work3.jpg	(from https://themezinho.net/parada/works.html)
13:53:38	115338/115338	---M--	200	added ('OK')	image/jpeg	etag:%221c28a-58105952-0;;;%22	https://themezinho.net/parada/images/work4.jpg	G:/Work/Mivern/website1/themezinho.net/parada/images/work4.jpg	(from https://themezinho.net/parada/works.html)
13:53:38	5402/5402	---M-Z	200	added ('OK')	application/x-javascript	etag:%22151a-581082ca-0;gz%22	https://themezinho.net/parada/js/google-maps.js	G:/Work/Mivern/website1/themezinho.net/parada/js/google-maps.js	(from https://themezinho.net/parada/contact.html)
13:53:39	31881/31881	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:40%20GMT	https://themezinho.net/parada/Popover%20requires%20tooltip.js	G:/Work/Mivern/website1/themezinho.net/parada/Popover%20requires%20tooltip.js	(from https://themezinho.net/parada/js/bootstrap.min.js)
13:53:41	31843/31843	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:41%20GMT	https://themezinho.net/parada/TweenLite.js	G:/Work/Mivern/website1/themezinho.net/parada/TweenLite.js	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.tools.min.js)
13:53:42	31839/31839	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:43%20GMT	https://themezinho.net/TweenLite.js	G:/Work/Mivern/website1/themezinho.net/TweenLite.js	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.tools.min.js)
13:53:43	31835/31835	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:43%20GMT	https://themezinho.net/parada/Version/	G:/Work/Mivern/website1/themezinho.net/parada/Version/index.html	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.tools.min.js)
13:53:43	31875/31875	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:44%20GMT	https://themezinho.net/parada/themepunch.revolution.min.js	G:/Work/Mivern/website1/themezinho.net/parada/themepunch.revolution.min.js	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.revolution.min.js)
13:53:44	31889/31889	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:45%20GMT	https://themezinho.net/parada/jquery.themepunch.revolution.min.js	G:/Work/Mivern/website1/themezinho.net/parada/jquery.themepunch.revolution.min.js	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.revolution.min.js)
13:53:46	31881/31881	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2010:53:46%20GMT	https://themezinho.net/parada/jquery.themepunch.revolution.js	G:/Work/Mivern/website1/themezinho.net/parada/jquery.themepunch.revolution.js	(from https://themezinho.net/parada/revolution/js/jquery.themepunch.revolution.min.js)
